PERIOD_BEGIN,PERIOD_END,PERIOD_DURATION,REGION_TYPE,REGION_TYPE_ID,TABLE_ID,IS_SEASONALLY_ADJUSTED,REGION,CITY,STATE,STATE_CODE,PROPERTY_TYPE,PROPERTY_TYPE_ID,MEDIAN_SALE_PRICE,MEDIAN_SALE_PRICE_MOM,MEDIAN_SALE_PRICE_YOY,MEDIAN_LIST_PRICE,MEDIAN_LIST_PRICE_MOM,MEDIAN_LIST_PRICE_YOY,MEDIAN_PPSF,MEDIAN_PPSF_MOM,MEDIAN_PPSF_YOY,MEDIAN_LIST_PPSF,MEDIAN_LIST_PPSF_MOM,MEDIAN_LIST_PPSF_YOY,HOMES_SOLD,HOMES_SOLD_MOM,HOMES_SOLD_YOY,PENDING_SALES,PENDING_SALES_MOM,PENDING_SALES_YOY,NEW_LISTINGS,NEW_LISTINGS_MOM,NEW_LISTINGS_YOY,INVENTORY,INVENTORY_MOM,INVENTORY_YOY,MONTHS_OF_SUPPLY,MONTHS_OF_SUPPLY_MOM,MONTHS_OF_SUPPLY_YOY,MEDIAN_DOM,MEDIAN_DOM_MOM,MEDIAN_DOM_YOY,AVG_SALE_TO_LIST,AVG_SALE_TO_LIST_MOM,AVG_SALE_TO_LIST_YOY,SOLD_ABOVE_LIST,SOLD_ABOVE_LIST_MOM,SOLD_ABOVE_LIST_YOY,PRICE_DROPS,PRICE_DROPS_MOM,PRICE_DROPS_YOY,OFF_MARKET_IN_TWO_WEEKS,OFF_MARKET_IN_TWO_WEEKS_MOM,OFF_MARKET_IN_TWO_WEEKS_YOY,PARENT_METRO_REGION,PARENT_METRO_REGION_METRO_CODE,LAST_UPDATED,Id
2015-10-01,2015-12-31,90,neighborhood,1,497617,0,"Riverbank, CA - East of Roselle",Riverbank,California,CA,Single Family Residential,6,268000.0000,0.03474903475,-0.04285714286,254900.0000,0.01190948789,-0.1321075928,137.3626,-0.004439153417,0.1028257457,184.7101,0.1284990593,0.4400779572,9,0.0000,8.0000,5,-0.4444,0.6667,1,-0.8000,-0.8333,4,0,-0.4286,NULL,NULL,NULL,71.0000,59,32.0000,1.0168,-0.004380313473,0.05132571699,0.6667,-0.1111111111,0.6666666667,NULL,NULL,NULL,0.0000,-0.4444444444,0,"Modesto, CA",33700,2025-08-01 14:37:32.7980000 +00:00,9677
2023-06-01,2023-08-31,90,neighborhood,1,50180,0,"Philadelphia, PA - Bella Vista-Southwark",Philadelphia,Pennsylvania,PA,Townhouse,13,430000.0000,0.0141509434,0.009389671362,425000.0000,-0.02745995423,-0.02287619267,300.0000,0.0005381717537,-0.04947368421,301.7387,0.00874509084,-0.01600908151,133,-0.1419,-0.1939,130,-0.0441,-0.0152,158,-0.0247,-0.1939,150,0.02739726027,-0.1758,NULL,NULL,NULL,41.5000,0.5,3.5000,0.9762,-0.001227103352,-0.00990937531,0.2030,-0.009895707009,-0.1000227842,NULL,NULL,NULL,0.3923,0.01730769231,0.0210955711,"Philadelphia, PA",37964,2025-08-01 14:37:32.7980000 +00:00,9678
2014-12-01,2015-02-28,90,neighborhood,1,351996,0,"Memphis, TN - The Core",Memphis,Tennessee,TN,All Residential,-1,135000.0000,-0.2702702703,0.125,185750.0000,-0.0008068854223,-0.03506493506,155.6157,0.0276508285,0.159040662,161.5385,0.03806020067,0.04615384615,7,0.1667,-0.5333,11,0.3750,-0.2667,8,-0.3846,-0.2727,NULL,NULL,NULL,NULL,NULL,NULL,117.0000,NULL,NULL,0.9449,0.01451777115,0.007310926657,0.0000,0,-0.1333333333,NULL,NULL,NULL,0.2727,0.1477272727,0.1393939394,"Memphis, TN",32820,2025-08-01 14:37:32.7980000 +00:00,9679
2021-08-01,2021-10-31,90,neighborhood,1,766673,0,"Wauwatosa, WI - Wauwatosa Village Center",Wauwatosa,Wisconsin,WI,All Residential,-1,295000.0000,NULL,NULL,NULL,NULL,NULL,165.6373,NULL,NULL,NULL,NULL,NULL,1,0.0000,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,125.0000,NULL,NULL,0.9516,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,"Milwaukee, WI",33340,2025-08-01 14:37:32.7980000 +00:00,9680
2016-01-01,2016-03-31,90,neighborhood,1,663558,0,"Laredo, TX - College Heights",Laredo,Texas,TX,Single Family Residential,6,109950.0000,0,NULL,107700.0000,0,NULL,89.7496,0,NULL,99.4078,0.01556710682,NULL,2,0.0000,NULL,2,0.0000,NULL,3,-0.4000,NULL,3,0,NULL,NULL,NULL,NULL,54.0000,0,NULL,NULL,NULL,NULL,0.0000,0,NULL,NULL,NULL,NULL,0.0000,0,NULL,"Laredo, TX",29700,2025-08-01 14:37:32.7980000 +00:00,9681
2013-04-01,2013-06-30,90,neighborhood,1,547198,0,"Bakersfield, CA - Wible Orchard",Bakersfield,California,CA,Single Family Residential,6,115000.0000,0.09523809524,0.4935064935,118000.0000,-0.01666666667,0.6,77.5100,0.07652824758,0.3628847614,90.5797,0.0008006405124,0.603060558,30,0.1111,-0.3617,30,0.1111,-0.3478,28,-0.0345,-0.2222,12,-0.1428571429,-0.3684,NULL,NULL,NULL,49.5000,-27,24.5000,1.0234,0.03556776892,0.01978263698,0.3667,-0.003703703704,-0.1014184397,NULL,NULL,NULL,0.0000,0,-0.0652173913,"Bakersfield, CA",12540,2025-08-01 14:37:32.7980000 +00:00,9682
2021-11-01,2022-01-31,90,neighborhood,1,212847,0,"League City, TX - Constellation Pointe",League City,Texas,TX,Single Family Residential,6,1555000.0000,0.1036195884,NULL,3180000.0000,0,NULL,214.1578,-0.348386714,NULL,518.1685,0,NULL,1,-0.5000,NULL,NULL,NULL,NULL,1,0.0000,NULL,1,0,NULL,NULL,NULL,NULL,195.0000,79.5,NULL,0.9014,-0.03541854939,NULL,0.0000,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Houston, TX",26420,2025-08-01 14:37:32.7980000 +00:00,9683
2021-08-01,2021-10-31,90,neighborhood,1,291869,0,"Desert Hot Springs, CA - Miracle Heights",Desert Hot Springs,California,CA,Multi-Family (2-4 Unit),4,1050000.0000,NULL,NULL,350000.0000,NULL,NULL,477.2727,NULL,NULL,162.0370,NULL,NULL,1,0.0000,NULL,1,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,114.0000,NULL,NULL,0.8750,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,1.0000,NULL,NULL,"Riverside, CA",40140,2025-08-01 14:37:32.7980000 +00:00,9684
2014-02-01,2014-04-30,90,neighborhood,1,103240,0,"Phoenix, AZ - Citrus Acres",Phoenix,Arizona,AZ,Condo/Co-op,3,70000.0000,0,NULL,69500.0000,-0.108974359,NULL,72.8030,0,NULL,65.3195,-0.1998355263,NULL,2,0.0000,NULL,2,0.0000,NULL,1,-0.6667,NULL,1,0,NULL,NULL,NULL,NULL,17.0000,0,NULL,0.8854,0,NULL,0.0000,0,NULL,NULL,NULL,NULL,0.5000,0,NULL,"Phoenix, AZ",38060,2025-08-01 14:37:32.7980000 +00:00,9685
2020-08-01,2020-10-31,90,neighborhood,1,106696,0,"Omaha, NE - Midtown",Omaha,Nebraska,NE,Multi-Family (2-4 Unit),4,185000.0000,-0.075,0.02209944751,155000.0000,-0.243902439,0.05084745763,99.3612,0.0723515942,0.3914197677,77.5886,-0.1242214592,0.1270459718,9,0.8000,3.5000,6,0.0000,NULL,6,0.5000,2.0000,2,0,-0.5000,NULL,NULL,NULL,5.0000,-61,-19.5000,1.0152,0.0294246435,0.06091549823,0.4444,0.04444444444,0.4444444444,NULL,NULL,NULL,0.8333,0.3333333333,NULL,"Omaha, NE",36540,2025-08-01 14:37:32.7980000 +00:00,9686
2017-06-01,2017-08-31,90,neighborhood,1,766373,0,"North Port, FL - Blue Ridge-Salford",North Port,Florida,FL,Single Family Residential,6,175400.0000,-0.02555555556,0.06303030303,157400.0000,-0.04548211037,-0.07357268982,115.4820,-0.006297607102,0.04159475037,121.9512,0.00231127434,0.04745706002,42,0.0500,0.2353,40,-0.0698,-0.2157,50,0.1628,-0.0385,45,-0.0625,-0.0816,NULL,NULL,NULL,68.0000,28,5.0000,0.9610,0.008899926849,-0.01600246836,0.0714,-0.003571428571,-0.1638655462,NULL,NULL,NULL,0.3000,0.02093023256,-0.1509803922,"North Port, FL",35840,2025-08-01 14:37:32.7980000 +00:00,9687
2024-08-01,2024-10-31,90,neighborhood,1,109203,0,"Los Angeles, CA - North Atwater",Los Angeles,California,CA,All Residential,-1,897500.0000,-0.01643835616,-0.4016666667,1264495.0000,0.01240592474,0.1495409091,740.1909,0.2745509741,0.1764100944,993.7809,-0.07544166275,0.2481887644,6,0.5000,1.0000,6,-0.1429,2.0000,6,0.2000,-0.1429,5,0,0.0000,NULL,NULL,NULL,65.5000,-18,-46.5000,1.0499,0.004004783106,0.02130290325,0.8333,0.3333333333,0.1666666667,NULL,NULL,NULL,0.1667,-0.119047619,-0.3333333333,"Los Angeles, CA",31084,2025-08-01 14:37:32.7980000 +00:00,9688
2023-05-01,2023-07-31,90,neighborhood,1,163775,0,"El Paso, TX - Montwood Heights",El Paso,Texas,TX,Single Family Residential,6,185000.0000,0,0.1282207654,199450.0000,0.04973684211,0.2089710562,139.6761,-0.08943306681,0.01873458599,146.0114,0.001819708847,0.1037440441,5,-0.1667,-0.1667,6,-0.1429,-0.4000,6,-0.1429,-0.4000,2,-0.5,1.0000,NULL,NULL,NULL,25.0000,3.5,5.5000,1.0136,-0.002885449016,-0.008310839616,0.6000,0.1,-0.06666666667,NULL,NULL,NULL,0.3333,-0.2380952381,-0.3666666667,"El Paso, TX",21340,2025-08-01 14:37:32.7980000 +00:00,9689
2024-06-01,2024-08-31,90,neighborhood,1,551420,0,"Huntsville, AL - Mountain Slopes",Huntsville,Alabama,AL,Single Family Residential,6,460000.0000,0,-0.1066226452,491400.0000,0.02236554666,0.02396332569,197.5097,-0.1000720559,0.006535929182,177.5888,-0.04442642559,-0.08869406524,5,0.2500,-0.2857,5,0.2500,0.2500,3,-0.2500,-0.5714,7,-0.125,0.1667,NULL,NULL,NULL,257.5000,1.5,141.5000,0.9816,-0.006278105093,-0.008877157301,0.0000,0,-0.2857142857,NULL,NULL,NULL,0.2000,-0.05,0.2,"Huntsville, AL",26620,2025-08-01 14:37:32.7980000 +00:00,9690
2016-03-01,2016-05-31,90,neighborhood,1,208074,0,"Nashville, TN - Brandywine Farms",Nashville,Tennessee,TN,Single Family Residential,6,937500.0000,0,1.428756477,580000.0000,0,-0.1690544413,279.5570,0,1.317571237,147.1309,0,-0.1738317989,2,0.0000,1.0000,6,0.5000,0.5000,5,-0.2857,-0.2857,7,0,-0.3636,NULL,NULL,NULL,30.5000,0,-30.5000,0.9848,0,-0.007439432889,0.0000,0,0,NULL,NULL,NULL,0.5000,0,0.25,"Nashville, TN",34980,2025-08-01 14:37:32.7980000 +00:00,9691
2021-07-01,2021-09-30,90,neighborhood,1,122720,0,"Fort Collins, CO - Paragon Point",Fort Collins,Colorado,CO,Single Family Residential,6,627010.0000,0.009677938808,0.0942582897,692000.0000,0.1344262295,0.08141897171,196.3351,-0.01950705028,0.3452212094,201.5291,0.02495487303,0.1308023103,6,-0.1429,1.0000,7,0.0000,0.7500,6,-0.1429,1.0000,1,-0.6666666667,-0.5000,NULL,NULL,NULL,40.5000,-0.5,-44.5000,1.0142,-3.57177952E-05,0.02146202275,0.6667,0.09523809524,0.6666666667,NULL,NULL,NULL,0.8571,0,0.3571428571,"Fort Collins, CO",22660,2025-08-01 14:37:32.7980000 +00:00,9692
2017-05-01,2017-07-31,90,neighborhood,1,182087,0,"Baltimore, MD - New Southwest-Mount Clare",Baltimore,Maryland,MD,Townhouse,13,14600.0000,-0.4592592593,-0.3363636364,47900.0000,0.04357298475,0.1975,NULL,NULL,NULL,4.4014,-0.8441658401,NULL,10,0.6667,0.1111,9,0.8000,-0.1000,13,-0.1333,-0.2778,15,-0.1176470588,-0.4444,NULL,NULL,NULL,85.5000,29.5,64.5000,0.9719,-0.02944603377,-0.01471687948,0.4000,0.06666666667,0.2888888889,NULL,NULL,NULL,0.0000,-0.2,-0.1,"Baltimore, MD",12580,2025-08-01 14:37:32.7980000 +00:00,9693
2024-03-01,2024-05-31,90,neighborhood,1,92684,0,"Birmingham, AL - South Pratt",Birmingham,Alabama,AL,Single Family Residential,6,9000.0000,0,-0.8301886792,84900.0000,0.7523400654,1.612307692,9.4538,0,-0.7445695259,67.9200,0.758765484,1.932139657,1,0.0000,0.0000,3,-0.2500,2.0000,1,-0.5000,-0.5000,3,0,NULL,NULL,NULL,NULL,91.0000,0,81.0000,0.9091,0,-0.09090909091,0.0000,0,0,NULL,NULL,NULL,0.3333,0.08333333333,-0.6666666667,"Birmingham, AL",13820,2025-08-01 14:37:32.7980000 +00:00,9694
2015-06-01,2015-08-31,90,neighborhood,1,347458,0,"Haverhill, MA - Downtown Haverhill",Haverhill,Massachusetts,MA,Townhouse,13,200000.0000,0,0.1049723757,190000.0000,0.02730467694,-0.004962096911,134.0909,-0.04966142807,0.09599499826,140.8595,0.0276367122,0.05637479363,31,0.3478,0.4091,34,0.0968,2.4000,38,-0.0952,1.3750,16,-0.2727272727,-0.0588,NULL,NULL,NULL,22.0000,9,-45.0000,0.9993,-0.005014741121,0.01112415101,0.4516,-0.02664796634,0.1788856305,NULL,NULL,NULL,0.2941,-0.1252371917,-0.1058823529,"Boston, MA",14454,2025-08-01 14:37:32.7980000 +00:00,9695
2019-02-01,2019-04-30,90,neighborhood,1,555248,0,"Chicago, IL - Little Cassubia",Chicago,Illinois,IL,All Residential,-1,384500.0000,0.01317523057,0.1308823529,424900.0000,0.2497058824,0.233560749,170.6767,0.02949293398,-0.1748108445,207.7136,-0.03502702937,-0.1097989196,8,0.0000,1.6667,8,-0.2000,0.1429,9,0.2857,-0.1000,5,0,0.2500,NULL,NULL,NULL,87.0000,-4.5,8.0000,0.9936,0.007058260252,0.01190449554,0.5000,0.25,0.5,NULL,NULL,NULL,0.3750,0.175,-0.3392857143,"Chicago, IL",16984,2025-08-01 14:37:32.7980000 +00:00,9696
2023-05-01,2023-07-31,90,neighborhood,1,15300,0,"Watertown, MA - East Watertown",Watertown,Massachusetts,MA,Multi-Family (2-4 Unit),4,1140000.0000,-0.0460251046,-0.1476635514,1200000.0000,0.06666666667,0.2060301508,450.2370,0.02786133893,0.1579955578,390.6003,0.01011823751,0.1400033342,5,0.0000,0.2500,6,-0.1429,-0.1429,7,0.1667,-0.3636,3,0.5,-0.4000,NULL,NULL,NULL,15.0000,1,-31.0000,1.0092,-0.01291506146,-0.01453222661,0.4000,-0.2,-0.1,NULL,NULL,NULL,0.8333,-0.02380952381,0.119047619,"Boston, MA",14454,2025-08-01 14:37:32.7980000 +00:00,9697
2020-09-01,2020-11-30,90,neighborhood,1,162228,0,"Olathe, KS - Havencroft",Olathe,Kansas,KS,Multi-Family (2-4 Unit),4,265000.0000,-0.01395348837,0.06,265000.0000,0,NULL,136.6799,-0.07758224943,NULL,136.6799,0,NULL,3,0.5000,2.0000,NULL,NULL,NULL,5,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.0000,1.5,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0000,0,NULL,"Kansas City, MO",28140,2025-08-01 14:37:32.7980000 +00:00,9698
2019-04-01,2019-06-30,90,neighborhood,1,552037,0,"Northfield, OH - Easton Estate",Northfield,Ohio,OH,Single Family Residential,6,320000.0000,0.2648221344,0.2787212787,334900.0000,0.007369529253,0.1257142857,132.8370,-0.02632780389,0.007320654042,134.1834,-0.01599742381,0.03761257868,5,0.2500,-0.3750,7,0.1667,0.1667,5,-0.1667,-0.3750,2,0,-0.3333,NULL,NULL,NULL,36.0000,-9,5.0000,0.9921,0.002794553665,-0.0110873789,0.4000,0.15,0.025,NULL,NULL,NULL,0.7143,0.04761904762,-0.2857142857,"Akron, OH",10420,2025-08-01 14:37:32.7980000 +00:00,9699
2014-04-01,2014-06-30,90,neighborhood,1,767230,0,"Clarksville, IN - Green Acres",Clarksville,Indiana,IN,Condo/Co-op,3,33000.0000,0,NULL,NULL,NULL,NULL,39.2857,0,NULL,NULL,NULL,NULL,1,0.0000,NULL,1,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54.0000,0,NULL,0.9167,0,NULL,0.0000,0,NULL,NULL,NULL,NULL,0.0000,0,NULL,"Louisville, KY",31140,2025-08-01 14:37:32.7980000 +00:00,9700
2014-04-01,2014-06-30,90,neighborhood,1,11165,0,"Kirkland, WA - Norkirk",Kirkland,Washington,WA,Townhouse,13,940000.0000,0,0.1898734177,888950.0000,0,NULL,354.8353,-0.08988527242,0.293127534,368.7059,0,NULL,4,0.3333,3.0000,5,0.6667,4.0000,5,0.2500,NULL,1,0,NULL,NULL,NULL,NULL,5.0000,0,-33.0000,1.0287,-0.009571216979,0.07575828302,0.5000,-0.1666666667,0.5,NULL,NULL,NULL,0.8000,-0.2,0.8,"Seattle, WA",42644,2025-08-01 14:37:32.7980000 +00:00,9701
2015-11-01,2016-01-31,90,neighborhood,1,186291,0,"Boston, MA - Franklin Field South",Boston,Massachusetts,MA,Single Family Residential,6,225500.0000,-0.098,-0.4849081515,290000.0000,0.03571428571,0.1476058567,142.5610,-0.1332292917,-0.3578865322,194.0989,0.06128275326,0.3108823565,4,0.3333,0.3333,3,-0.5714,NULL,6,0.2000,2.0000,4,1,0.0000,NULL,NULL,NULL,19.0000,-57,-271.0000,0.9354,-0.009909365378,-0.08446801737,0.2500,0.25,-0.4166666667,NULL,NULL,NULL,0.6667,0.380952381,NULL,"Boston, MA",14454,2025-08-01 14:37:32.7980000 +00:00,9702
2021-08-01,2021-10-31,90,neighborhood,1,194098,0,"Poland, OH - Kirtland Woods",Poland,Ohio,OH,All Residential,-1,250000.0000,0,0.5290519878,NULL,NULL,NULL,141.8842,0,0.2357222151,NULL,NULL,NULL,1,0.0000,-0.5000,1,0.0000,-0.8000,NULL,NULL,NULL,1,0,-0.6667,NULL,NULL,NULL,40.0000,0,-1.5000,1.0000,0,0.04519307723,0.0000,0,-0.5,NULL,NULL,NULL,0.0000,0,-0.6,"Youngstown, OH",49660,2025-08-01 14:37:32.7980000 +00:00,9703
2019-07-01,2019-09-30,90,neighborhood,1,549786,0,"Minneapolis, MN - Phillips West",Minneapolis,Minnesota,MN,Multi-Family (2-4 Unit),4,170000.0000,-0.4785276074,-0.376146789,299900.0000,0,NULL,74.0741,-0.22243096,-0.3299110396,98.4893,0,NULL,1,-0.5000,-0.5000,2,1.0000,NULL,1,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,-0.5,-0.5,NULL,NULL,NULL,0.5000,0.5,NULL,"Minneapolis, MN",33460,2025-08-01 14:37:32.7980000 +00:00,9704
2017-08-01,2017-10-31,90,neighborhood,1,109001,0,"Mountain View, CA - St. Francis Acres",Mountain View,California,CA,All Residential,-1,2522500.0000,0.1597701149,-0.04811320755,2364500.0000,0,0.02849064811,1566.2216,-0.05300913914,0.079215365,1423.0724,0,0.1302871837,2,-0.5000,1.0000,2,0.0000,1.0000,2,0.0000,1.0000,NULL,NULL,NULL,NULL,NULL,NULL,6.5000,0,-0.5000,1.0906,-0.03031090632,-0.06211085876,0.5000,-0.25,-0.5,NULL,NULL,NULL,1.0000,0,0,"San Jose, CA",41940,2025-08-01 14:37:32.7980000 +00:00,9705
2020-06-01,2020-08-31,90,neighborhood,1,54716,0,"Durham, NC - Hope Valley",Durham,North Carolina,NC,Townhouse,13,217000.0000,0,-0.03340757238,216000.0000,-0.004608294931,-0.04,154.8887,0.04009789567,0.1180923548,154.2857,0.01237798785,0.08543223805,26,0.4444,0.2381,21,-0.2500,0.0500,22,-0.2143,0.0000,10,-0.1666666667,0.2500,NULL,NULL,NULL,36.0000,-5.5,-9.0000,1.0164,0.005756687415,0.02070959844,0.6923,0.02564102564,0.4065934066,NULL,NULL,NULL,0.8095,-0.08333333333,0.4595238095,"Durham, NC",20500,2025-08-01 14:37:32.7980000 +00:00,9706
2020-09-01,2020-11-30,90,neighborhood,1,550635,0,"Cottonwood Heights, UT - Butler",Cottonwood Heights,Utah,UT,Single Family Residential,6,600000.0000,0.05263157895,0.3261133827,639000.0000,0.1619248676,0.3340292276,203.4884,0.05509741155,0.1436832509,190.4052,-0.001886675597,0.07666249037,23,0.0952,0.4375,17,-0.3200,-0.0556,15,-0.2500,0.0000,2,-0.6,-0.7500,NULL,NULL,NULL,18.0000,8,-15.5000,1.0012,-0.01040653901,0.008028890419,0.4783,-0.1407867495,0.2907608696,NULL,NULL,NULL,0.6471,0.007058823529,0.3137254902,"Salt Lake City, UT",41620,2025-08-01 14:37:32.7980000 +00:00,9707
2018-06-01,2018-08-31,90,neighborhood,1,551111,0,"Hoboken, NJ - North East Hoboken",Hoboken,New Jersey,NJ,All Residential,-1,967500.0000,-0.02272727273,-0.08726415094,904997.0000,0.006670745273,0.006670745273,840.2981,0.002755696873,-0.03203432623,859.7502,0.02154501093,-0.00485608866,54,-0.0182,-0.1692,52,0.0196,0.2381,75,-0.0854,0.5306,61,-0.01612903226,0.7941,NULL,NULL,NULL,42.5000,-8.5,-17.5000,0.9805,0.008515038299,-0.01050995181,0.1296,-0.01582491582,-0.1472934473,NULL,NULL,NULL,0.0385,0.03846153846,-0.08058608059,"New York, NY",35614,2025-08-01 14:37:32.7980000 +00:00,9708
2013-03-01,2013-05-31,90,neighborhood,1,352005,0,"Memphis, TN - Vollintine-Evergreen",Memphis,Tennessee,TN,Condo/Co-op,3,80000.0000,0.03225806452,0.2913640032,85625.0000,0.007352941176,0.08454718176,60.2410,-0.09055577147,-0.02758734697,77.0833,0.08823529412,0.2162365228,3,-0.4000,0.5000,3,-0.4000,0.5000,4,-0.2000,1.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8838,-0.01585468791,-0.05786822011,0.0000,0,0,NULL,NULL,NULL,0.0000,0,0,"Memphis, TN",32820,2025-08-01 14:37:32.7980000 +00:00,9709
2020-02-01,2020-04-30,90,neighborhood,1,113252,0,"San Jose, CA - Rose-Sartorette",San Jose,California,CA,All Residential,-1,1420000.0000,0.007092198582,0.1314741036,1300000.0000,-0.03632320237,0.0009239297813,797.8723,-0.002659574468,0.01769612981,760.6788,0,0.08818000265,9,0.0000,-0.5500,13,0.0833,-0.3158,17,0.3077,-0.1905,8,0.3333333333,0.1429,NULL,NULL,NULL,9.0000,0,-9.5000,1.0464,0.008798233247,0.0302335213,0.7778,-0.1111111111,0.2277777778,NULL,NULL,NULL,0.6154,-0.05128205128,-0.01619433198,"San Jose, CA",41940,2025-08-01 14:37:32.7980000 +00:00,9710
2015-12-01,2016-02-29,90,neighborhood,1,111963,0,"Richmond, CA - Laurel Park",Richmond,California,CA,Single Family Residential,6,400000.0000,NULL,-0.04534606205,357450.0000,NULL,0.1915039717,228.5714,NULL,-0.09880668258,247.0565,NULL,0.32340356,1,0.0000,0.0000,2,NULL,NULL,2,NULL,1.0000,NULL,NULL,NULL,NULL,NULL,NULL,8.0000,NULL,-25.0000,1.0003,NULL,-0.021701157,1.0000,NULL,0,NULL,NULL,NULL,1.0000,NULL,NULL,"Oakland, CA",36084,2025-08-01 14:37:32.7980000 +00:00,9711
2014-07-01,2014-09-30,90,neighborhood,1,103925,0,"Marana, AZ - Rancho Marana",Marana,Arizona,AZ,All Residential,-1,152450.0000,-0.01294917449,-0.07960274097,149000.0000,-0.03528650049,-0.08024691358,83.6065,-0.08159746392,-0.09585129632,99.6656,-0.004050322673,-0.05777490447,10,0.0000,1.0000,9,-0.1000,0.8000,7,-0.1250,2.5000,6,-0.3333333333,-0.2500,NULL,NULL,NULL,62.5000,0.5,51.5000,0.9727,-0.002349169862,-0.01939481563,0.0000,-0.1,-0.2,NULL,NULL,NULL,0.1111,0.01111111111,0.1111111111,"Tucson, AZ",46060,2025-08-01 14:37:32.7980000 +00:00,9712
2020-05-01,2020-07-31,90,neighborhood,1,321216,0,"New York, NY - Eltingville",New York,New York,NY,Townhouse,13,815000.0000,0.1458699473,0.1164383562,838000.0000,-0.01294246797,-0.02444703143,338.4935,-0.007704682076,-0.1308054238,378.9211,0.004221953447,-0.01150920055,13,0.3000,1.6000,9,0.8000,1.2500,23,0.7692,0.7692,19,0.05555555556,0.5833,NULL,NULL,NULL,17.0000,-11.5,-9.0000,0.9723,0.002166207553,0.02476045218,0.0000,0,-0.2,NULL,NULL,NULL,0.1111,-0.08888888889,0.1111111111,"New York, NY",35614,2025-08-01 14:37:32.7980000 +00:00,9713
2021-04-01,2021-06-30,90,neighborhood,1,115419,0,"Redlands, CA - Downtown Redlands",Redlands,California,CA,All Residential,-1,375000.0000,0.01214574899,-0.09638554217,342450.0000,-0.06689373297,-0.2539215686,443.6364,-0.01579468388,0.6761971522,382.2175,-0.07608400184,0.2490768746,3,0.5000,2.0000,4,0.3333,1.0000,4,0.0000,3.0000,1,0,0.0000,NULL,NULL,NULL,39.0000,0.5,5.0000,0.9792,-0.03038866866,0.002544520729,0.3333,-0.1666666667,0.3333333333,NULL,NULL,NULL,0.5000,-0.5,0,"Riverside, CA",40140,2025-08-01 14:37:32.7980000 +00:00,9714
2016-11-01,2017-01-31,90,neighborhood,1,161836,0,"Kansas City, KS - Morris",Kansas City,Kansas,KS,All Residential,-1,142500.0000,-0.1467065868,-0.0923566879,254999.5000,0.3421026316,NULL,98.1172,-0.1034325058,0.2499000053,75.9041,0.001135317817,NULL,2,-0.3333,-0.3333,NULL,NULL,NULL,2,1.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59.0000,-5,-96.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,-0.5,0,"Kansas City, MO",28140,2025-08-01 14:37:32.7980000 +00:00,9715
2015-11-01,2016-01-31,90,neighborhood,1,371167,0,"Houston, TX - College Heights",Houston,Texas,TX,Townhouse,13,400000.0000,NULL,NULL,435000.0000,NULL,NULL,268.0965,NULL,NULL,291.5550,NULL,NULL,1,0.0000,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49.0000,NULL,NULL,0.9195,NULL,NULL,0.0000,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,NULL,"Houston, TX",26420,2025-08-01 14:37:32.7980000 +00:00,9716
2016-11-01,2017-01-31,90,neighborhood,1,400891,0,"San Antonio, TX - Huntleigh",San Antonio,Texas,TX,All Residential,-1,129969.0000,0,NULL,130000.0000,0.0002385184159,NULL,89.5103,0,NULL,121.7228,0.3598748396,NULL,1,0.0000,NULL,1,0.0000,NULL,1,0.0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.0000,0,NULL,1.0000,0,NULL,0.0000,0,NULL,NULL,NULL,NULL,1.0000,0,NULL,"San Antonio, TX",41700,2025-08-01 14:37:32.7980000 +00:00,9717
2013-01-01,2013-03-31,90,neighborhood,1,185495,0,"Rochester, MN - John Adams",Rochester,Minnesota,MN,All Residential,-1,134150.0000,0.01475037821,-0.07626097435,148450.0000,-0.01033333333,0.02449965493,69.6073,0,0.1346765302,74.5528,-0.09307342424,0.09932789718,10,0.0000,1.5000,10,0.0000,1.5000,6,0.2000,-0.5385,9,0,-0.5500,NULL,NULL,NULL,120.5000,-60,-218.5000,0.9727,0.005383517919,0.02353375603,0.3000,0.1,0.3,NULL,NULL,NULL,0.0000,0,0,"Rochester, MN",40340,2025-08-01 14:37:32.7980000 +00:00,9718
